word;last_mentioned_on;part_of_speech;meanings
ebrio;;adjetivo;Que esta muito alcoolizado. bebado: o ebrio causou o acidente. | Que esta intoxicado pelo excesso de bebida alcoolica. | Que se embriaga com frequencia. que tem tendencia para se embriagar. | [Figurado] Que apresenta certa semelhanca com o estado de embriaguez: ebrio de amor. | [Figurado] Que demonstra excesso de entusiasmo. extasiado. | [Figurado] Que deseja muito alguma coisa. avido: ebrio de vinganca. | [Figurado] Completamente tomado por algum sentimento.
ebrio;;substantivo masculino;Quem se entrega a embriaguez ou e viciado em bebida alcoolica.
ecler;;;
ecoai;;;Ecoai vem do verbo ecoar. O mesmo que: estrugi, repeti, repercuti, ressoai, atroai, restrugi, retumbai.
ecoai;;;Fazer com que um som seja ouvido ao longe: o sino ecoava pela cidade. | Fazer com que um som seja repetido. causar eco: a caverna ecoava. | Ser bem aceito. ter boa repercussao: sua fama ecoava pelo mundo.
ecoar;;verbo intransitivo;Fazer com que um som seja ouvido ao longe: o sino ecoava pela cidade. | Fazer com que um som seja repetido. causar eco: a caverna ecoava. | Ser bem aceito. ter boa repercussao: sua fama ecoava pelo mundo.
ecoar;;verbo transitivo direto;Repetir. falar novamente. dizer mais uma vez: ecoou a critica pela internet.
ecran;;substantivo masculino;Superficie plana, normalmente branca, sobre a qual imagens sao projetadas. | [Informatica] Tela atraves da qual e possivel ver o conteudo de um computador. monitor. | Dispositivo plano situado a frente de uma televisao ou de outro aparelho eletronico, atraves do qual imagens sao projetadas. | Lamina de vidro de varias cores que possibilita a alteracao da luz de fotografias coloridas. filtro.
edeia;;;
edema;;substantivo masculino;[Patologia] O acumulo anormal de liquido que ocasiona um inchaco (num tecido ou num orgao), normalmente num tecido conjuntivo.
edens;;;
edite;;;Nome Anglo-Saxao - Significado: Combate pelas riquezas.
edito;;substantivo masculino;Decreto ou lei. qualquer regra, norma ou preceito legal. | Nao confundir com: edito.
edito;;substantivo deverbal;Acao de editar, de selecionar e coordenar os materiais filmados para o desenvolvimento de um filme ou programa. | Acao de publicar algo atraves de impressao.
ednas;;;
ednos;;;
efebo;;substantivo masculino;Individuo que alcanca a idade referente a puberdade. | [Por Extensao] Aquele que possui pouca idade. menino ou mancebo.
efire;;;
efode;;substantivo masculino;Sobrepeliz que usavam os sacerdotes hebreus por cima das vestes.
egide;;substantivo feminino;[Mitologia] O escudo que pertencia a deusa grega Palas Atena. | [Figurado] O que protege, serve para amparar ou oferece defesa: todos os cidadaos estao sob a egide da justica.
egito;;substantivo masculino;Pais africano, designado por Republica Arabe do Egito localizada as margens do Rio Nilo, no continente Africano, sendo banhada tanto pelo Mar Vermelho quanto pelo Mediterraneo.
eiras;;;Eiras e o plural de eira. O mesmo que: areas, patios, terreiros.
eiras;;;Terreno ou local cuja superficie nao possui saliencias, normalmente feito sobre terra batida, utilizado para debulhar, secar, trilhar e limpar legumes e cereais. | Local que, situado ao lado das salinas, se destina ao acumulo de sal. | [Brasil] Patio que, adjacente as fabricas de acucar, se utiliza como deposito de cana.
eivar;;verbo transitivo;Contaminar, infectar (fisica e moralmente).
eivar;;verbo pronominal;Principiar a apodrecer. enfraquecer-se, contaminar-se (no sentido moral).
eixos;;;Eixos e o plural de eixo. O mesmo que: arcaboucos, apoios, bases, centros, essencias, sustentaculos.
eixos;;;Linha imaginaria ou concreta capaz de atravessar o centro de um corpo, possibilitando que algo ao gire ao seu redor. | Linha principal responsavel pela divisao de um corpo em segmentos proporcionais, simetricos e de mesmo peso. | Uniao imaginaria que vai de um ponto a outro: eixo Minas-Bahia.
elemi;;substantivo masculino;Cada uma de um grupo de resinas de varias especies da familia das Burseraceas, usadas como amolecedores em vernizes, massa para vidreiros e lacas e em medicina, externamente, em geral como unguento contra ulceras e feridas. No Brasil sao extraidas das especies almecega-verdadeira e almecega-cheirosa, por isso tambem chamadas elemieiras.
elepe;;substantivo masculino;Verbalizacao de L.P. (long play), disco fonografico com varias faixas de gravacao em cada face.
elfos;;;Elfos e o plural de elfo.
elfos;;;Genio que simboliza os fenomenos atmosfericos, na mitologia nordica.
elias;;;
elisa;;;Elisa e uma palavra derivada de Elise.
elise;;;
eliso;;;
elite;;substantivo feminino;O que ha de melhor numa sociedade. o escol, a flor, a nata. | [Sociologia] Minoria mais culta ou mais forte, dominante no grupo. | Minoria composta por pessoas que se julgam superiores.
eloas;;;
elvas;;;
elzas;;;
elzos;;;
email;;;
emane;;;Emane vem do verbo emanar. O mesmo que: derive, origine, provenha, proceda, nasca, flua, descenda, mane, difunda.
emane;;;Dissipar certo aroma. espalhar em pequenas partes. desprender, exalar: o cheiro ruim emanava do esgoto. | Ocorrer em certo momento. ter inicio em: a musica emana da orquestra.
emano;;;Emano vem do verbo emanar. O mesmo que: derivo, origino, provenho, procedo, nasco, fluo, descendo, mano, difundo.
emano;;;Dissipar certo aroma. espalhar em pequenas partes. desprender, exalar: o cheiro ruim emanava do esgoto. | Ocorrer em certo momento. ter inicio em: a musica emana da orquestra.
embua;;;
emero;;substantivo masculino;[Botanica] Planta leguminosa (Coronilla emerus).
emese;;substantivo feminino;[Medicina] Ato de vomitar.
emico;;adjetivo;[Linguistica] Relacionado com a analise detalhada das unidades linguisticas, sendo estas estudadas tendo em conta a sua funcao dentro do sistema ao qual fazem parte.
emoji;;substantivo masculino;Imagem que representa emocoes, sentimentos, muito usada em aplicativos ou em conversas informais na Internet, embora tenha um significado particular, cada uma e interpretada de acordo com o contexto em que esta inserida: alguns emojis sao usados de modo muito ironico.
empar;;verbo transitivo;Suster (as parreiras) com estacas ou varas.
empos;;preposicao, adverbio;O mesmo que apos.
empos;;locucao prepositiva;Empos de, apos, depois de.
enche;;;Enche vem do verbo encher. O mesmo que: abarrota, assoberba, atesta, atulha.
enche;;;Preencher a area, o local, a superficie, o espaco de. fazer ficar cheio, preenchido: encher de agua o frasco. a piscina encheu-se com rapidez. | Ocupar (o espaco vazio), completar: encher o copo. | Tomar todo o tempo de. ocupar: o estudo enche seu dia.
encho;;;
endes;;;
endez;;substantivo masculino;Variacao de indez.
endro;;substantivo masculino;Planta da familia das umbeliferas.
enfia;;substantivo masculino;[Regionalismo: Ceara] Enfiador.
enfim;;adverbio;Em suma, em sintese, para concluir: enfim, o que voce quer dizer e que nao aceita a proposta. | Caracteriza a necessidade de se concluir uma ideia, um pensamento, um discurso etc (numa narrativa oral ou escrita): enfim, ja nao ha intelectuais responsaveis por esta teoria. | Finalmente, afinal, ate que enfim: enfim, ele chegou.
engos;;substantivo masculino plural;[Botanica] Planta caprifoliacea medicinal (Sambucus ebulus). Variacao de engo.
engua;;;
enjoo;;substantivo masculino;Sensacao desagradavel na regiao peitoral ou abdominal que, normalmente, antecede o vomito. nausea. | [Por Extensao] Essa sensacao causada pela gravidez. | [Por Extensao] Tontura ou ansia sentidas por algumas pessoas ao viajar de aviao, navio ou qualquer outro transporte. | [Por Extensao] Aversao, repugnancia em relacao a algo ou alguem: o discurso me deu enjoo. | [Por Extensao] Sensacao de descontentamento ou desconforto. tedio: essa aula me da enjoos. | [Por Extensao] Sensacao de fastio causada pelo excesso de comida ou de bebida. | Acao ou efeito de enjoar. enjoamento.
enoja;;;Enoja vem do verbo enojar.
enoja;;;Causar nojo a. nausear. | Causar tedio ou aborrecimento a. | Molestar, incomodar.
enojo;;substantivo masculino;O mesmo que nojo.
entao;;adverbio;Agora ou naquela circunstancia: acabei entao de perceber que havia sido enganada! | Em determinada situacao. nessa circunstancia: o chefe esta bem-humorado, entao nao ha discussao. | Numa situacao futura. num momento afastado do presente: voce precisa se casar, entao ira entender do que estou falando.
entao;;interjeicao;Que demonstra espanto. em que ha admiracao: entao, voce se casou? | Que se utiliza para animar (alguem): entao, forca!
entao;;substantivo masculino;Periodo de tempo que passou: numa lembranca de entao, recordou-se da juventude.
entra;;;Entra vem do verbo entrar. O mesmo que: penetra, transpoe, enfia, introduz, introduze, comeca, inicia, cala, subscreve.
entra;;;Passar para dentro. introduzir, penetrar: entrou o professor na sala de aula. entrar sem convite. | Ir na direcao oposta. transpor, ultrapassar: o padre entrou a igreja e o coro cantou. | Ser admitido, adotar uma profissao, fazer parte de: entrar para a Academia, o magisterio, um partido.
entre;;preposicao;Indica lugar ou espaco intermediario: entre o Rio de Janeiro e Sao Paulo. | Demarca um intervalo de tempo: entre onze e meio-dia. | Assinala o que esta no meio de multiplas coisas ou pessoas: entre velhos papeis. viver entre estranhos. | Nem uma coisa nem outra. meio-termo: entre indeciso e perplexo. | Expressa reciprocidade. relacao: entre eles ja nao ha amor. | Demonstra uma preferencia. alternativa: vacilou muito tempo entre casar e nao casar. | Em companhia de: estava feliz entre amigos. | Guardado com. que se mantem com: este problema fica entre voces. | [Gramatica] Equivale a de quando rege o segundo termo de uma comparacao em superlativo relativo. dentre: o mais eminente entre (ou dentre) todos.
entre;;prefixo;Elemento de formacao de palavras que traz consigo a ideia de reciprocidade: entrechocar-se. | [Gramatica] Unido a certos verbos, atenua-lhes o sentido: entrever, entremostrar, entreabrir.
entro;;;Entro vem do verbo entrar. O mesmo que: penetro, transponho, enfio, introduzo, meto, comeco, inicio, calo, subscrevo.
entro;;;Passar para dentro. introduzir, penetrar: entrou o professor na sala de aula. entrar sem convite. | Ir na direcao oposta. transpor, ultrapassar: o padre entrou a igreja e o coro cantou. | Ser admitido, adotar uma profissao, fazer parte de: entrar para a Academia, o magisterio, um partido.
envio;;substantivo masculino;Remessa. acao de enviar, de expedir, de despachar, de fazer com que algo chegue a algum lugar: envio de correspondencia, de dinheiro. | Poetica. Estrofe final que, normalmente composta pela metade dos versos de sua anterior, apresenta a dedicatoria do poema.
enzas;;;
enzos;;;
epica;;adjetivo;Relativo ou proprio de uma epopeia, do poema epico que narra acoes heroicas ou fatos extraordinarios.
epica;;substantivo feminino;[Literatura] Estilo textual cuja narrativa expoe fatos historicos ou acoes heroicas de personagens com habilidades excepcionais.
epico;;adjetivo;Refere-se a ou proprio da epopeia, dos herois: livro epico, narracao epica. | Que descreve em versos os feitos heroicos: os poemas epicos de Homero. | Merecedor de pertencer ao dominio de uma epopeia. possuidor da grandiosidade dos herois: fato heroico. | [Informal] Veemencia, magnitude fora do normal. algo extraordinario ou memoravel: proeza epica.
epico;;substantivo masculino;Aquele que escreve uma epopeia.
epoca;;substantivo feminino;Periodo de tempo determinado tendo em conta o que nele acontece, as suas caracteristicas proprias ou as pessoas que nele habitaram: epoca de Cesar. epoca antiga. epoca do mercantilismo. | Todo periodo de tempo determinado: epoca da adolescencia. | Periodo marcado com caracteristicas proprias ou pelas acoes que determinam certos acontecimentos: epoca de colheita. | Intervalo de tempo que registra uma circunstancia correta ou agradavel para que algo ocorra: preciso terminar esse projeto na epoca certa! | [Astronomia] Momento de referencia utilizado para determinar ocorrencias ou estudos astronomicos. | [Geologia] Separacao ou divisao do tempo geologico.
epoxi;;apositivo;Diz-se de uma resina de poliester muito forte e de pequeno encolhimento durante a cura. usada como revestimento, adesivo, espuma e em moldagem.
erado;;adjetivo;Idoso. muito idoso.
erais;;;
erbio;;substantivo masculino;Metal raro, de simbolo Er, numero atomico 68, massa atomica 167,26 de que se conhece apenas um oxido terroso, a erbina.
ereis;;;
erere;;;
ereto;;adjetivo;Que se ergue em linha reta. sem curva. levantado, erguido. | Que esta na posicao vertical, com a coluna reta: corpo ereto. | Que se endureceu. tornado duro. | Que apresenta ou permanece em equilibrio, no prumo. aprumado.
ergue;;;Ergue vem do verbo erguer. O mesmo que: solevanta, soleva, eleva, levanta, soergue, subleva.
ergue;;;Inserir ou dispor em local mais alto. levantar. erigir. por de pe: o aluno ergueu sua mao para perguntar. | Erguer uma construcao. edificar. | Levantar o olhar: ergueu os olhos.
erica;;feminino;Ver erice.
erice;;substantivo feminino;Variacao de erica.
ermas;;;Ermas vem do verbo ermar.
ermas;;;Tornar ermo, deserto. | Viver no ermo.
errai;;;Errai vem do verbo errar. O mesmo que: mancai, pecai, perdei, claudicai, falhai, desacertai, vagabundeai, vagueai, bestai.
errai;;;Cometer erro em. equivocar-se, enganar-se: errou o caminho, errou a (ou na) conta. | Cometer erro. | Andar de um lado para outro sem destino. vaguear: errar por esse mundo afora.
erram;;;Erram vem do verbo errar. O mesmo que: mancam, pecam, perdem, claudicam, falham, desacertam, vagabundeiam, vagueiam, bestam.
erram;;;Cometer erro em. equivocar-se, enganar-se: errou o caminho, errou a (ou na) conta. | Cometer erro. | Andar de um lado para outro sem destino. vaguear: errar por esse mundo afora.
errar;;verbo transitivo;Cometer erro em. equivocar-se, enganar-se: errou o caminho, errou a (ou na) conta.
errar;;verbo intransitivo;Cometer erro. | Andar de um lado para outro sem destino. vaguear: errar por esse mundo afora.
erras;;;Erras vem do verbo errar. O mesmo que: mancas, pecas, perdes, claudicas, falhas, desacertas, vagabundeias, vagueias, bestas.
erras;;;Cometer erro em. equivocar-se, enganar-se: errou o caminho, errou a (ou na) conta. | Cometer erro. | Andar de um lado para outro sem destino. vaguear: errar por esse mundo afora.
